hscode,description,net_wt_kg,assess_value_bdt,invoice_value_bdt
19019011,Filled milk powder,2182875,759632898,696616980
19019020,Dry Mixed Ingredient of food preparation in bulk imported by food processing industries,54460,19195412,17806273
19019030,Malt extract; food preparations for infant & children in bulk imported by food industry,990460,555222300,542269516
19019040,"Nutritional supplement for pregnant women and breast feeding mothers, put up for",45,22528,5522
19019090,Other,71163,12605550,9580191
19019090,"Other malt extract, food preparation imported in bulk by food processing industries",25960,5571216,5384591
19021900,"Uncooked Pasta, Not Containing Eggs, Not Stuffed",59059,7114382,5009377
19022000,"Stuffed Pasta, Whether Or Not Cooked/Prepared",300,74356,73620
19023000,"Other Pasta, Nes",195512,21809447,18518097
19024000,Couscous,506,98021,75123
19030000,"Tapioca & Substitutes Prpd.From Starch In Flakes,Grains,Pearls,Sifting Etc",737338,56429186,52655408
19041000,Prepared food obtained by the swelling or roasting of cereals or cereal products,35791,12062039,7883636
19042000,Prepared Foods Obtned From Unroasted Cereal Flakes/Mixtures Unroasted/Rstd,1496,467006,240688
19049000,"Cereals In Grain,Flakes,Worked Grains,Precooked,Otherwise Prepared, Nes",14282,9380956,8607599
19051000,Crispbread,1167,645459,238602
19052000,Gingerbread And The Like,5,3107,3068
19053100,"SWEET BISCUITS, TV",12570,6190095,4693659
19053200,"WAFFLES AND WAFERS, TV",19530,10979950,9994126
19054000,"Rusks, Toasted Bread And Similar Toasted Products",646,624330,132516
19059000,"Pastry,Cakes,Other Bread, Etc, Nes; Communion Wafers, Rice Paper, Etc, TV",9791,5821033,3952009
20011000,"Cucumbers And Gherkins,Prepared On Preserved By Vinegar Or Acetic Acid",14479,1808136,1421232
20019000,"Oth.Veg.Fruits,Nuts&Edible Parts Of Plants Preserved By Vinegar/Acetic Aci",24744,2784304,2157358
20021000,"Tomatoes, Whole Or In Pieces, Preserved Other Than By Vinegar, Etc",5106,639251,563856
20029000,"Tomatoes,Oth.Than Whole Or Pieces Preserved Otherwise Than By Vinegar,Nes",197922,20917803,12273390
20031000,"Mushrooms, Preserved Otherwise Than By Vinegar Or Acetic Acid",158914,15899073,15042106
20039000,"OTHER MUSHROOMS&TRUFFLES,PREPARED OR PRESE.OTHERW.THAN BY VINE.ACETIC ACID",19423,1933750,1271786
20041000,"Potatoes,Preserved Not By Vinegar/Acetic Acid,Frozen (Excl.Prods. Of 2006)",43215,7684799,7289238
20049000,"Vegetables Nes Preserved Not By Vinegar Etc, Frozen (Excl.Prods Of 2006)",6500,813573,717795
20052000,"Potatoes, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",8260,4154719,3181286
20054000,"Peas, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",15885,1842439,1236281
20055100,"Shelled Beans, Preserved Other Than By Vinegar, Etc, Not Frozen",956,83792,70393
20055900,"Beans, Unshelled, Preserved Other Than By Vinegar, Etc, Not Frozen",9365,2515795,1874306
20057000,"Olives, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",1087,122405,99994
20058000,"Sweetcorn, Preserved Other Than By Vinegar Or Acetic Acid, Not Frozen",20542,2109501,2018857
20059900,"Other vegetables and mixtures of vegetables:, Excl. Bamboo shoots",5011,600499,297449
20060000,"Vegetables,Fruit,Nuts,Fruitpeel & Other Parts Of Plants,Preserved By Sugar",14163,7660895,7090474
20079100,"Jams,Fruit Jellies,Marmalades,Etc,Of Citrus Fruit Oth.Than Homogenised Pre",1218,606422,261535
20079900,"Oth.Jams,Fruit Jellies,Marmalades,Nut Purce/Pastes Oth Than Citrus Fruit..",3384,1694200,698491
20081100,"Ground-Nuts, Prepared On Preserved",18875,9287787,4086420
20081900,"Nuts And Seeds Including Mixtures, Other Than Ground Nuts, Preserved",18555,16739284,15405911
20082000,"Pineapples,Otherwise Prepared Or Preserved (Excl.Those Of 20.06 And 20.07)",136,59404,58233
20085000,"Apricots, Otherwise Prepared Or Preserved (Excl. Those Of 20.06and 20.07)",350,155546,143865
20086000,"Cherries, Otherwise Prepared Or Preserved (Excl. Those Of 20.06 And 20.07)",3088,1347208,568346
20089100,"Palm Hearts,Prepared Or Preserved(Excl.Those Of 20.06 And 20.07 & 2008.19)",5650,2475135,2357067
20089700,Mixture,9430,4127591,3130997
20089900,"Other fruit, etc, prepared or preserved, nes",51440,19517235,6369347
20091900,"Unfrzn.Orange Juice,Unfermented,Not Containing Added Spirit,Sweetened/Not",70954,13322046,8236981
20093900,OTHER JUICE OF ANY OTHER SINGLE CITRUS FRUIT EXCL. BRIX VAL.NOT EXCEED.20,500,817036,800937
20096100,GRAPE JUICE (INCLUDING GRAPE MUST) OF A BRIX VALUE NOT EXCEEDING 30,3024,564457,556567
20097100,APPLE JUICE OF A BRIX VALUE NOT EXCEEDING 20,4452,831005,819391
20097900,"OTHER, APPLE JUICE EXCL. BRIX VALUE NOT EXCEEDING 20",97200,23765311,20186604
20098100,Juice of any other single fruit or vegetable Cranberry Juice,46173,8664881,6157061
20098900,Juice of any other single fruit or vegetable other than Cranberry Juice,85614,16073096,9874078
20099000,"Mixtures Of Juices,Unfermented,Not Cont. Added Spirit,Sweetened Or Not",24278,4555953,3688703
21011100,"Extracts, Essences And Concentrates Of Coffee",133076,214627325,206492129
21011200,Preparations With A Basis Of Extract/Essence Etc.Or With A Basis Of Coffee,15902,21088823,17262069
21012000,"Extracts, Essences, Concentrates And Preparations Of Tea Or Mate",21006,18243373,11769215
21013000,"Roasted Coffee Substitutes (Incl.Chicory),Extracts,Essences & Conc.Thereof",149,185561,25203
21021000,Active Yeasts,616850,132472657,129489177
21022000,"Inactive yeasts; other single-cell micro-organisms, dead",34054,7209374,5368137
21023000,Prepared Baking Powders,109753,22634364,16691366
21031000,Soya Sauce,31180,4013954,3660581
21032000,Tomato Ketchup And Other Tomato Sauces,2686,420182,296924
21033000,"Mustard Flour And Meal, And Prepared Mustard",2315,367357,360120
21039010,Mixed seasonings,17537,8690927,7502045
21039010,Mixed seasonings imported by foodstuffs manufacturing industries,441477,207876539,197761334
21039090,sauce preparations; mixed condiments and seasonings;NES,246646,55297588,44434039
21041000,Soups And Broths And Preparations Therefor,46220,18041503,15305194
21042000,Homogenized Composite Food Preparations,436,215364,211470
21061000,Protein Concentrates And Textured Protein Substances,154378,37291244,20950813
21069020,Beverage concentrate imported by beverage manufacturing industry,196569,685588716,662149891
21069040,Stabilizer for milk,15000,9762854,8110470
21069050,Creamer in bulk,5352,3189794,1495828
21069050,Creamer in bulk imported by milk foodstuffs manufacturing industry,305390,63214421,55363719
21069060,Food supplement,3771,14352222,12007904
21069090,Other food preparations not elsewhere specified or incl.(excl. beverage concentrate),745316,216271449,191864006
22011000,"Mineral Waters And Aerated Waters, Unsweetened",5081,595393,470783
22019000,"OTHER WATER, EXCL.MINERAL WATERS AND AERATED WATERS",35678,4716407,3613632
22021000,"Waters (Incl. Mineral And Aerated), With Added Sugar, Sweetener, Etc",36407,4521718,3816118
22029900,"Waters, including mineral waters and aerated waters...Excl. Non-alcoholic beer",600,150200,73620
22030000,Beer Made From Malt,31549,9679100,3746826
22041000,Sparkling Wine,1329,1614741,1582925
22071000,"Undenatured Ethyl Alcohol, Of Alcoholic Strength >=80% By Vol.",16758,5829226,5691294
22082000,Spirits From Distilled Grape Wine Or Grape Marc,255,588303,452606
22083000,Whiskeys,9384,6714604,3313539
22084000,Rum And Tafia,420,305940,265612
22086000,Vodka,2280,2248483,1159234
22087000,Liqueurs And Cordials,540,1087061,530881
22090000,Vinegar And Substitutes For Vinegar Obtained From Acetic Acid,32164,5080576,4695361
23021000,"Brans, Sharps And Other Residues Of Maize(Corn)",30000,1201596,920250
23023000,"Brans, Sharps And Other Residues Of Wheat",67267769,2999192644,2004938092
23025000,"Brans, Sharps And Other Residues Of Leguminous Plants",4502645,219756687,193311352
23031000,Residues Of Starch Manufacture And Similar Residues,2873530,243694870,72802190
23033000,Brewing Or Distilling Dregs And Waste,34745455,2004079536,1224487399
23040000,"Oil-Cake And Other Solid Residues, Of Soya-Bean Oil",97340912,6370491445,4958456144
23050000,"Oil-Cake And Other Solid Residues, Of Ground-Nut Oil",2,5600,5588
23062000,Oil-Cake And Other Solid Residues Of Linseed,372000,27937730,21900723
23064900,"OIL-CAKE AND OTHER SOLID RESIDUES OF RAPE OR COLZA SEEDS, OTHER",21070800,1275183360,635091384
23069000,"Oil-Cake And Other Solid Residues, Of Other Vegetable Fats And Oils",43750,2659753,2147250
23091000,"Dog Or Cat Food, Put Up For Retail Sale",148702,19052417,12754504
23099011,Vitamin or mineral or amino acid or their combination (feed grade),158865,68694791,64284248
23099012,Vitamin premix or mineral premix or amino acid premix or their combination(feed grade,1363464,539761941,500398498
23099013,Probiotics or Prebiotics or their combinatioin (feed grade),605564,276222290,248707232
23099014,Essential oil or combination of essential oils (feed grade),188100,76894254,66000599
23099019,"Oth, Preparations for use in making complete feed or supplementary feed",2992734,918018308,851405982
23099021,Vitamin or mineral or amino acid or their combination (feed grade),20155,3017070,763808
23099022,Vitamin premix or mineral premix or amino acid premix or their combination (feed grad,112200,12823198,11988600
23099023,Probiotics or Prebiotics or their combination (feed grade),31841,12703110,11830071
23099024,Essential oil or combination of essential oils (feed grade),18,9011,8834
23099029,"Preparations for use in making complete feed or supplementary feed for fish,NES",29038,4047712,3480754
23099090,"OTH..Preparations of a kind used in animal feeding. ,OTHER",13237333,2059747944,1783204182
24029000,"Cigars, cigarillos, cigarettes, etc, not containing tobacco",1,9791,9599
25010010,Pure Sodium Chloride Bp/Usp Pyrogen Free,176000,5195119,5105784
25010030,"Rock salt, bhit lobon",233000,3791241,2840505
25010099,Other Salt,202,466015,456783
25041000,Natural Graphite In Powder Or In Flakes,5280,985336,777427
25051000,Silica Sands And Quartz Sands,2462717,74086966,25457143
25059000,Natural Sands(Ex.Silica & Quartz Sands & Metal-Bearing Sands Of Ch.26)Nes,105950,3925706,2800578
25061000,Quartz,4063971,112305109,44559099
25062000,Quartzite,4297410,109759841,69164729
25070010,China clays,2775000,75726496,46160722
25070010,Imported by Tiles or Sanitary or Ceramic or Tableware products manufacturing industry,6263210,188970362,151837701
25070090,"Kaolin And Other Kaolinic Clays, Whether Or Not Calcined",1722136,48094738,34894625
25081000,Bentonite,2879428,62465725,43712609
25083000,Fire-Clay,139600,10109073,9498716
25084010,Ball clays,6046205,46833667,37611538
25084010,Imported by Tiles or Sanitary or Ceramic or Tableware products manufacturing industry,121100660,864050132,738309104
25084090,"Other Clays, Nes",5255500,33324003,26219246
25090000,CHALK,3792,273857,201199
25102000,"NATURAL CALCIUM PHOSPHATES, NATURAL ALUMINIUM CALCIUM PHOSPHATES AND..,GROUD",24000,3759572,3680188
25111000,Natural Barium Sulphate (Barytes),150001,7743088,6276841
25112000,Natural Barium Carbonate (Whitherife),25,17965,17699
25120000,"Siliceous Fossil Meals (Kieselguhr, Tripolite, Etc); Siliceous Earths",5000,666760,653623
25131000,Pumice stone,701040,12243346,6992407
25132000,"Emery, Natural Corundum, Natural Garnet And Other Natural Abrasives",114027,2922256,2504648
25151100,Marble and travertine imported by Marble & Granite tiles industries,202540,4437165,3479232
25151200,Marble and travertine blocks or slabs imported by Marble & Granite tiles industries,5163659,109603063,87660856
25151200,"Merely cut, by sawing or otherwise, into blocks ....a rectan.. (including square) shape",748990,14991475,12153337
25161200,Granite blocks or slabs imported by marble & granite tiles industries,1532190,34878429,23211217
25161200,"Granite, Merely Cut Into Blocks On Slabs Of A Square Or Rectangular Shape",733310,16653300,10771235
25169010,Boulder stone,431808790,842735388,589997182
25171010,Flint/grinding pebbles,2750,137682,60737
25171090,Broken or crushed stone,1424871266,3525940163,3206882477
25174100,"Marble Granules, Chippings And Powder",87684,2285033,1253549
25174900,"GRANULES, CHIPPINGS AND POWDER, OF STONES OF HEADING 2515 OR 2516..,EXCL. MARBLE",26548163,398419666,170782096
25181000,Dolomite Not Calcined,852954,9862080,8153754
25191000,NATURAL MAGNESIUM CARBONATE (MAGNESITE),56000,975029,961968
25199000,Magnesia And Other Magnesium Oxide,299910,25987152,25085025
25201010,Gypsum; Anhydrite,3930594,68243697,32881427
25201090,Gypsum; Anhydrite,152489500,663458948,422345670
25202000,Plasters,2298004,49290881,39507425
25210010,Boulder limestone,481745380,836847638,587462093
25210090,Limestone and other calcareous stones imported as raw material by manufecturers,220109000,412166713,243066369
25210090,Other than Boulder Limestone,0,627,614
25221000,Quicklime,4723350,103176565,80242912
25223000,Hydraulic Lime,2000,117653,115338
25231000,Cement clinkers,1,626,614
25231000,Cement clinkers imported by cement manufacturing industry,2125856480,13913395632,12056445382
25232100,White Portland Cement,3690,227210,215319
25232900,"PORTLAND CEMENT, EXCL WHITE CEMENT, WHETHER OR NOT ARTIFICIALLY COLOURED",350615,64306400,18927911
25233000,Aluminous cement,9000,1279604,809820
25239000,Other Hydraulic Cements,951000,19443551,19251041
25249010,Chrysolite fibre imported by cement sheet manufacturing industry,2818000,263195476,225737754
25251000,Crude Mica And Mica Rifted Into Sheets Or Splittings,1,372866,367731
25252000,Mica Powder,19301,1194436,887612
25261000,"Natural Steatite, Talc, Not Crushed Or Powdered",364000,5007556,3885296
25262010,"Natural Steatite, Talc, Crushed Or Powdered",2008869,54643248,46490478
25262090,"Natural Steatite, Talc, Crushed Or Powdered",20025,954393,935588
25291000,Felspar,137117002,1072318899,709253679
25292100,Fluorspar Containing By Weight <=97% Of Calcium Fluoride,20868,2046952,1433882
25293000,Leucite Nepheline And Nepheline Syenite,139000,10209174,9811326
25301000,"Vermiculite, perlite and chlorites, unexpanded",14000,1138996,944790
25309000,"Other Mineral Substances, Nes",9176658,118681060,65333279
26020000,"Manganese Ores/Concentrates(Inc.Ferruginous), With Manganese Cont.Of=>20%",133639,5859365,4355313
26140000,Titanium Ores And Concentrates,155000,29963209,20030775
26180000,Granulated Slag (Slag Sand) From The Manufacture Of Iron Or Steel,898480000,3351987167,1990851862
26203000,Ash And Residues Containing Mainly Copper,26000,646953,638040
26209910,FLY ASH,418450200,1555905005,578293223
27011100,"Anthracite Coal, Not Agglomerated",10800,1448334,1061927
27011900,"Other Coal, Not Agglomerated, Nes",1799891063,25209339174,20855805933
27040000,"Coke And Semi-Coke Of Coal, Of Lignite Or Of Peat; Retort Carbon",3034100,102540738,80854763
27060010,Crude tar imported by tar manufacturering industres,212880,13322697,13060188
27060010,"Crude, Tar",126340,7906653,7730100
27073000,Xylole,28720,5196750,3664902
27074000,Naphthalene,109,13698,10742
27075090,Other Aromatic Hydrocarbon Mixtures Of Which >=65% Distils At 250oc,203645,44167819,28716399
27079100,Creosote Oils,87066,5448862,5341499
27079910,Rubber process oil,41160,4755135,2929193
27079910,Rubber process oil imported by tyre & tube manufacturing industry,308440,38198839,24207389
27079990,"Other Oils And Other Products, Of The Distil Of Coal Tar.",3312,985338,599566
27081000,Pitch Obtained From Coal Tar Or From Other Mineral Tars,35941,2969076,2910574
27090000,"Petroleum Oils And Oils Obtained From Bituminous Minerals, Crude TV",65534483,5982352808,5915889078
27101231,"White spirit, TV",527090,66340811,56961021
27101262,"High speed diesel oils, TV",5011937,432286510,432286510
27101911,"OTHER FUEL OILS FURNACE OILS, TV",85300,5124808,5023829
27101921,Base oil in bulk imported by petroleum products processing or lube blending industry,4965097,747912125,600401922
27101929,"LUBRICATING OILS, NES",651,239569,116320
27101931,LUBRICATING OIL WHICH HAS ITS FLASHING POINT .. below 220 F b..Jy Abel close test,2682897,893226827,786945294
27101939,"OTHER HEAVY OILS AND PREPARATIONS, NES",4330,2520695,2376652
27101951,LIQUID PARAFFIN IN DRUM,854865,138495316,104916052
27101959,LIQUID PARAFIN OTHER THAN DRUM,789046,129067313,90141998
27101971,Transforme Oil in Drum,213164,33861919,28251737
27101979,Transformer Oil Other than in drum,472195,65811778,56522372
27101981,Greases (mineral) wrapped/canned up to 2.5kg,16765,6055192,4729197
27101989,Greases (mineral) other than wrapped/canned,102677,57871716,53255940
27101991,MINERAL OIL WHICH HAS ITS FLASIHING POINT =>200D F USED AT JUT OF OTHER FIBER,1053,262498,136197
27101992,MINERAL OIL FOR THE MANUFACTURE OF INSECTICIDES,14696,4598943,2929044
27101999,"OTHER HEAVY OILS AND PREPARATION, NES",506,236634,231972
27102000,"Petroleum oils and oils obtained from bituminous minerals , containing biodiesel, othe",0,1253,1227
27111100,"Natural Gas, Liquefied",373751205,26588484482,26588484482
27111200,"Propane, Liquefied",32122018,2598243146,2579928835
27111300,"Butanes, Liquefied",154573372,12229027537,12072201700
27121000,Petroleum Jelly,5805,2877072,2757080
27122000,Paraffin wax containing by weight less than 0.75% of oil,144092,19476128,18527006
27129010,Tube lessening jel imported by optical fibre cable manufacturing industry,31790,10082727,5935058
27129090,"MICROCRYSTALLINE PETROLEUM WAX, SLACK WAX,OZOKERITE..,EXCL.PETROLEUM JELLY, PARAFFIN WAX",4000,1141534,1010435
27131200,Calcined Petroleum Coke,75080,11940516,5941124
27132010,Petroleum bitumen in Drum,13434537,852750322,753603661
27150000,"Bituminous Mixtures Based On Natural Asphalt, Bitumen...(Eg. Cut-Backs)",23978,3652311,3450793
28012000,Iodine,11,215286,211044
28013000,Fluorine; Bromine,50,312916,306750
28030000,"Carbon (Carbon Blacks And Other Forms Of Carbon, Nesoi)",1265343,223858410,160727962
28042100,0Argon,476950,29833989,25419029
28042900,Rare Gases (Excl. Argon),381,4351729,4216867
28043000,Nitrogen,37051,16453207,15898730
28044000,Oxygen,1465560,24001331,15613133
28045000,Boron; Tellurium,500,1262401,1206755
28046900,Silicon Containing By Weight <99.99% Silicon,9000,3278071,2011053
28048000,Arsenic,500,112657,105389
28049000,Selenium,8750,23816237,23346963
28051100,Sodium,8590,14402906,14081187
28051200,CALCIUM,0,627,614
28053000,"Rare-Earth Metals, Scandium And Yttrium",15000,5655637,5544200
28061000,Hydrogen Chloride (Hydrochloric Acid),553,536895,526314
28070000,Sulphuric Acid; Oleum,248210,9021453,6990342
28092000,Phosphoric Acid And Polyphosphoric Acids,53200,12852903,7833168
28100010,Boric Acid,463400,61304243,56404208
28111900,"Other Inorganic Acids, Nes",3,40583,39782
28112100,Carbon Dioxide,689980,39025698,32475009
28112200,Silicon Dioxide,241339,57864443,51595233
28112910,Silica gel,137701,12765850,12521780
28112990,Silica gel imported by other than VAT registered motorcycle assembling and manufa,59981,17117502,14598666
