hscode,description,net_wt_kg,assess_value_bdt
84774000,Vacuum Moulding Machines And Other Thermoforming Machines For Rubber...,1140,1072695
84778000,"Other Machinery For Working Rubber/Plastics Or Making Products Thereof,Nes",28555,22606343
84779000,"Parts Of Machinery For Working Rubber Or Plastics, Etc",1466,5940914
84795000,"Industrial Robots, Nes",22820,42598088
84796000,Evaporative Air Coolers,730,281815
84798200,"Machines For Mixing,Kneading,Crushing,Grinding,Having Individual Functions",16266,11744135
84798900,"Machines, having individual functions, nes",17208,106123890
84799000,Parts Of Machines Having Individual Functions Of Hs Heading 8479,1220,29665588
84802000,Mould Bases,202693,163100101
84803000,Moulding Patterns,17,162765
84804100,Injection Or Compression Type Moulds For Metal Or Metal Carbides,129,969840
84804900,Moulds For Metal Or Metal Carbides (Excl. Injection Or Compression),1873,3154638
84806000,Moulds For Mineral Materials,531,697128
84807100,Injection Or Compression Type Moulds For Rubber Or Plastics,31731,56530569
84807900,Moulds For Rubber Or Plastics (Excl. Injection Of Compression),34100,44474060
84811011,"Pressure-reducing valves,... not exceeding 1 inch Pressure regulator/valve for LPG",5,32664
84811019,"Pressure-reducing valves,... not exceed 1 inch, Excl. Press. regulator/valve for LPG",64,276718
84811090,Exclu. Inner Diameter not exceeding 1 inch,73,685267
84812010,"Valves for oleohydraulic or pneumatic transmission, inner diameter not exceeding 1 inch",67,310933
84812090,"Valves for oleohydraulic or pneumatic transmissions,Excl.Inner diameter not excee. 1 inc",74,830205
84813019,"Check (nonreturn) valves, inner diameter <= 1 inch.",20,141792
84813090,"Check (nonreturn) valves, Excl. Inner Diameter <= 1 inch.",11385,7259354
84814019,"Safety or relief valves, Inner dia. <= 1 inch., Excl. Safety or relief valve for LPG",13,6765082
84814090,"Safety or relief valves, Excl. diameter <= 1 Inch",20,235977
84818029,Hand diaphragm valve,128,8553863
84818090,"Inner Diameter <1 inch,nes",2039,46016590
84819010,Parts of taps and cocks,4,2506
84819090,"Parts of taps and cocks, NES",26,3273671
84821000,Ball Bearings,35,595774
84822000,"Tapered Roller Bearings, Including Cone And Tapered Roller Assemblies",200,1622108
84823000,Spherical Roller Bearings,3,26899
84824000,Needle Roller Bearings,58,244372
84825000,Other Cylindrical Roller Bearings (Excl. Needle),5,37561
84828000,"Ball Or Roller Bearings (Incl. Combined Ball/Roller Bearings), Nes",1735,604381
84829100,"Balls, Needles And Rollers",1,49262
84829900,"Parts Of Ball Or Roller Bearings (Excl. Balls, Needles And Rollers)",39,303245
84831000,Transmission shafts (incl. cam and crank shafts) and cranks,88,2036489
84833000,"Bearing Housings, Nes; Plain Shaft Bearings",53,344819
84834000,Gears and gearing; ball or roller screws; gear boxes and other speed changers...,22,632199
84835000,Flywheels And Pulleys (Incl. Pulley Blocks),40,547868
84836000,Clutches And Shaft Couplings (Incl. Universal Joints),245,4778116
84839000,"Parts Of Transmission Shafts, Cranks, Bearing Housings, Gears, Etc",167,746609
84841000,Gaskets... Of Metal Combined With Other Materials Or >1 Metal Layer,262,1340061
84849000,Sets Or Assortments Of Gaskets And Similar Joints,75,3326447
84879000,Machinery Parts other than ships' or boats' propellers and blades therefore,109,1670298
85011090,Motors Of An Output =<37.5 W,105,535367
85012091,Motors of an output not exceeding 37.5 W but not exceeding 750 W,44,228314
85012099,Excluding Motors of an output not exceeding 37.5 W but not exceeding 750 W,3,92395
85013100,"Oth DC motors; DC generators, other than photovoltaic genera <=750 W",3888,12804930
85013200,"Oth DC motors; DC generators, other than photovoltaic generators : >1200 W But <=75 Kw",4,150433
85014010,"Ac motors, single-phase.. Of an output not exceeding 750 W",90,1362400
85014020,"Ac motors, single-phase...Of an output exceeding 750 W but not exceeding 75 KW",6,193286
85014090,"Ac motors, single-phase...Excl. Of an output not exceeding 750 W",10,51142
85015100,"Ac Motors, Multi-Phase, Of An Output =<750 W",201,2164192
85016100,"AC generators (alternators), other than photovoltaic generators :<=75 Kva",1,55373
85017100,Photovoltaic DC generators : Of an output not exceeding 50 W,1,1878
85017230,Photovoltaic DC generators : Of an output exceeding 75 kW not exceeding 375 kW,16382,10655827
85017240,Photovoltaic DC generators : Of an output exceeding 50 W :,129420,75268924
85021100,"Generating Sets With Compression-Ignition Engines, =<75 Kva",680,106463
85021300,"Generating Sets With Compression-Ignition Engines, >375 Kva",51345,69732700
85030020,PARTS OF OTHER GENERATOR,21,3751272
85030030,Rotor/Motor bush/Casing for electric motors,2,128379
85030093,Others parts of motor,2,13717
85041000,Ballasts For Discharge Lamps Or Tubes,5,25041
85042100,"Liquid Dielectric Transformers, Power Handling Capacity =<650 Kva",0,4759
85042390,"Liquid Dielectric Transformers, Power Handling Capacity >10000 Kva",699,128129
85043100,"Transformers, Nes, Power Handling Capacity =<1 Kva",505,2440196
85043200,"Transformers, Nes, Power Handling Capacity =>1 Kva But <=16 Kva",7,39344
85043300,"Transformers, Nes, Power Handling Capacity 16-500 Kva",109,235621
85043400,"Transformers, Nes, Power Handling Capacity >500 Kva",7300,4194324
85044010,Mobile battery charger(less than 6V),1,44321
85044030,"Voltage stabilizer (capacity upto 2,000 VA)",1653,5819720
85044090,Other Static converters,12001,21946839
85045000,"Inductors, Nes",459,1352165
85051100,Permanent Magnets And Articles Becoming Permanent Magnets Of Metal,1179,718248
85051900,Permanent Magnets And Articles Becoming Permanent Magnets (Excl. Metal),20,14250
85052000,"Electro-Magnetic Couplings, Clutches And Brakes",31,88194
85059000,"Other Electro-Magnetic Or Permanent Magnet Chucks,Etc;Incl.Parts Of Magnet",15,405394
85065000,Primary Cells And Primary Batteries Of Lithium,11,37561
85069090,"Parts Of Primary Cells And Primary Batteries,Excl.Separator, Nes",3046,966259
85076000,Lithium-ion,4942,19353668
85078090,"Electric Accumulators,Seperators(Excl.Lead-Acid,Nickel-Cadmium/Nickel-Iron",15,3015626
85079010,Separators,9926,4145844
85086010,"Other vacuum cleaners, Industrial type",156,170033
85099000,Parts Of Electro-Mechanical Domestic Appliances,8,23538
85111090,Sparking Plugs,22,1690124
85112000,Ignition magnetos; magneto-dynamos; magnetic flywheels,25,39839
85113000,Distributors; Ignition Coils,0,18180
85114000,Starter motors and dual purpose starter-generators,294,33689181
85121000,Lighting Or Visual Signalling Equipment For Bicycles,4150,22592247
85123000,Sound Signalling Equipment For Cycles Or Motor Vehicles,0,100688
85129000,"Parts Of Vehicle Lighting/Signalling, Etc, Equipment Of 85.12",1,12531
85141900,Resistance heated furnaces and ovens : Excluding Hot isostatic presses,13971,4178502
85143900,"Other furnaces and ovens , NES",125,719795
85151100,Soldering Irons And Guns,479,321678
85151900,"Brazing Or Soldering Machines And Apparatus, Nes",10,45450
85152100,"Machines For Resistance Welding Of Metal, Fully Or Partly Automatic",89,22537
85152900,"Machines And Apparatus For Resistance Welding Of Metal, Not Automatic",0,75792
85158000,"Machines And Apparatus For Welding/Spraying Of Metals, Nes",96,37578
85159000,"Parts Of Soldering, Brazing, Welding, Etc, Machines/Apparatus Of 85.15",45,363231
85161090,Other than water heater with insulated storage tank,14,242699
85162900,"Electric space heating and soil heating apparatus, nes",1,56591
85164010,Industrial Steam Iron,3182,8302832
85168000,Electric Heating Resistors (Excl. Those Of 85.45),892,2286691
85169000,Parts Of Electro-Thermic Appliances Of 85.16,301,503435
85171800,Telephone set for other wireless networks,48,651304
85176220,Telephonic or telegraphic switching apparatus,4,16992
85176250,"WI-FI WIMAX LAN Card Access point,Security Dev",3,1078604
85176290,"Other reception, transmission app.(excl. modem, telephonic/telegraphic switch.",8,31946446
85177900,Parts : NES,9,12520
85181000,Microphones And Stands Therefor,1,1133343
85182900,"Loudspeakers, Not Mounted In Encloseurs",109,365617
85189000,Parts Of Apparatus Of 85.18,0,540
85219020,"Vdo Rcding./Reprod.Appa.,With/Without Vdo Tuner,Exc.Mag.Tape Type In Cbu",36,29225797
85229090,"Parts & acc. for use with apparatus of 85.19 to 85.21, (excl.pick-up cartridges),nes",6,563417
85232100,Cards incorporating a magnetic stripe,1165,1394596
85234921,Database; os; development tools; productivity; communication or collaboration soft.,0,44489
85235190,"Solid-state non-volatile storage devices, excl flash memory",0,5008
85235200,Smart cards,9,65647
85235910,Proximity Cards and tags,69917,421303380
85235920,RFID TAG,442451,5390270969
85235990,Semiconductor media : Excl. Proximity Cards and tags,20683,54284130
85241190,Flat panel display module Without drivers or control circuits :Of liquid crystals :,420,13151
85249900,"Flat panel display modules, whether or not incorporating touch-sensitive screens,NES",2,3385659
85258900,"Flat panel display modules, whether or not incorporating touch-sensitive screens. NES",70,43195
85261000,Radar Apparatus,39,154060
85285290,"Other Monitor, excluding Computer monitor size not exceeding 22 inch",2,32093
85285900,"Other Monitor, excl, of a kind solely or principally?.an automatic data proc..",5,3566646
85286900,"Other Projections, excl. of a kind solely or prin?.an automatic data proc..sys",159,45431
85291000,Aerials And Aerial Reflectors Of All Kinds And Parts Thereof,5,413172
85299010,Parts of apparatus of Heading 85.27,16,25041
85299030,,39,8181118
85299090,Parts Of Apparatus Of Heading No. 85.25 & 85.26,19,13446
85311000,Electrical Burglar Or Fire Alarms And Similar Apparatus,1781,14095898
85312000,ndicator panels incorp. liquid crystal devices (LCD) or light-emitting diodes (LED),12,661075
85318000,"Electrical Apparatus For Sound Or Visual Signalling, Nes",32448,137621638
85319000,Parts Of Apparatus Of 85.31,68213,104919717
85321000,Fixed Capacitors For 50/60 Hz Circuits Having Power Capacity >=0.5kvar,9,91649
85322200,Aluminium electrolytic,1,34757
85322300,"Fixed Electrical Capacitors Of Ceramic Dielectric, Single Layer",4,247957
85322910,"Fixed electrical capacitors, nes, capacitors imp by VAT reg comp. manu.",1,155002
85322990,"Fixed electrical capacitors, nes, Excl capacitors imp by VAT reg comp. manu.",404,211570
85323000,Electrical Variable Or Adjustable (Pre-Set) Capacitors,336,1447920
85329000,Parts Of Electrical Capacitors Of 85.32,0,107715
85331000,"Fixed Carbon Resistors, Composition Or Film Types",156,678144
85332900,Other Fixed Resistors For A Power Handling Capacity >20w,0,4638
85333900,Wirewound Variable Resistors For A Power Handling Capacity >20 W,4,116287
85334000,"Variable Resistors, Nes (Incl. Rheostats And Potentiometers)",2,10860
85339000,"Parts Of Electrical Resistors, Rheostats And Potentiometers",90,251216
85340000,Printed Circuits,3202,11753950
85353000,"Isolating Switches And Make-And-Break Switches, >1000 V",0,56431
85359090,"Other Apparatus For Switching... Electrical Circuits, >1000 V, Nes",82,1676515
85361000,"Fuses, =<1000 V",125,1178020
85362000,"Automatic Circuit Breakers, =<1000 V",4,12903
85363090,"Apparatus For Protecting Electrical Circuits, Nes, =<1000 V",6,50583
85364100,Relays For A Voltage =<60 V,7,170751
85364910,Relays For A Voltage 60-1000 V,22,21701
85364990,Relays For A Voltage 60-1000 V,19,2052121
85365000,Other switches,140,1019257
85366100,"Lamp-Holders, =<1000 V",0,15891
85366900,Other,264,5657260
85367000,"Connectors for optical fibres, optical fibre bundles or cables",54,534928
85369010,"Apparatus For Switching... Electrical Circuits, Nes, =<1000 V",75,756255
85369090,"Apparatus For Switching... Electrical Circuits, Nes, =<1000 V",1781,2995592
85371010,BUSBAR TRUNKING SYSTEM,5740,6890260
85371020,Electric panel,6679,10867244
85371090,Other,1767,155079190
85372000,"Boards...Equipped With Two/More Apparatus Of 85.35/85.36, Voltage > 1000v",12475,15897427
85381000,"Boards... Desks, Cabinets And Other Bases For Goods Of 85.37, Not Equipped",183,1312105
85389000,"Parts Of Apparatus Of 85.35 To 85.37, Nes",44,4489774
85392190,Other Tungsten Halogen Filament Lamps (Excl.Ultra-Violet Or Infra-Red)Nes.,163,712198
85392910,Indicator pilot lamp 6V-60V/5 Watt,1,20659
85392990,"Elec.filmnt.or discharge lamps,incl. sealed beam..excl.Indicator pilot lamp 6V-60V/5 wa",1,12820
85393120,T5 tube light,406,289779
85393190,"Discharge Lamp other than Ultra-Violet Lamps, Fluorescent, Hot Cathode",472,1143514
85394990,Other Ultra-Violet Or Infra-Red Lamps Nes.,33,61382
85395200,Light-emitting diode (LED) light sources :Light-emitting diode (LED) lamps,7735,17302143
85399010,Base Cap For Lamps,5,222816
85401100,Colour,470,556529
85408900,"Other Valves And Tubes, Nes",29,380620
85411000,"Diodes, other than photosensitive or light-emitting diodes (LED)",352,19595584
85412100,"Transistors (Excl. Phototransistors), With A Dissipation Rate <1w",0,22816
85412900,"Transistors (Excl. Phototransistors), With A Dissipation Rate >=1w",51,3950321
85414100,"Photosensitive semi-conductor devices, including....Light-emitting diodes (LED)",352,2865224
85414900,"Other --- Photosensitive semi-conductor devices,..light-emitting diodes (LED) NES",1,58939
85415100,"Other semi-conductor devices , Semiconductor-based transducers",0,1197
85423990,"Electronic integrated circuits,nes",110,4470267
85429000,Parts,25,1183187
85433000,"Machines/Apparatus For Electroplating, Electrolysis Or Electrophoresis",1814,1085629
85437090,"Other machines & appa., Excl. Remote control for electronic and electrical appa.",783,4451824
85439090,Parts excluding Electronic Cigarattes and Similar personal electric vaporising device,228,1553033
85441100,Of copper,328,9022425
85441990,Other Winding Wire (Excl Wire Of Copper & Cotton Braided Electric Cables),685,727786
85442000,Co-Axial Cable And Other Co-Axial Electric Conductors,2055,5918606
85443000,"Ignition Wiring Sets And Other Wiring Sets For Vehicles, Aircraft...",14,25406772
85444200,"Other electric conductors for a voltage not exceeding 1,000 V: Fitted with conn",6495,14935688
85444900,"Electric Conductors, Nes, For A Voltage <=80 V, Not Fitted With Connectors",81362,115465429
85446000,"Other electric conductors, for a voltage exceeding 1000V",2,130111
85447000,Optical Fibre Cables Made Up Of Individually Sheathed Fibres,1,45491
85451990,"Carbon electrodes (excl. for furnaces), nes",1,81695
85452000,Carbon Brushes,1,19351
85459020,Carbon rod,13,22537
85469000,Electrical Insulators (Excl. Of Glass Or Ceramics),20,35558
85479000,"Insulating Fittings, Nes, For Electrical Machines...; Conduit Tubing...",51,19418
85480000,"Electrical parts of machinery or apparatus, not specified or included elsewhere in th",2,580529
87088000,Suspension shock absorbers,1,4131
87089900,"Parts and accessories, nes, for vehicles of 87.01 to 87.05",104,4324414
87141090,"Parts and acce. Of Motorcycles, EXCLUDING Saddles",1,1578
87142000,Parts And Accessories Of Invalid Carriages,0,93
87149100,"Frames and forks, and parts thereof",268104,272073362
87149210,"Wheel Rims & Spokes Of Bicycles & Other Cycles, Not Motorised",56365,50604052
87149290,Wheel Rims & Spokes Of Bicycles & Other Cycles (Excl. Not Motorised),9191,3120514
87149311,"Hubs, other Than Coaster Braking Hubs & Hub ... Free-wheel sprocket-wheels of bicycle",50067,107700142
87149319,"Hubs, other Than Coaster Braking Hub excluding Free-wheel sprocket-wheels of bicycle",64377,99004032
87149390,"Hubs,Other Than Coaster Braking Hubs & ....Of Bicycles (Excl.Not Motorised",9194,2953754
87149410,"Brakes,Including Coaster Braking Hubs & Hubs...Of Bicycles, Not Motorised",81615,169211302
87149490,"Brakes,Including Coaster Braking Hubs &..Of Bicycle (Excl.Not Motorised)",17862,32763048
87149510,"Saddles Of Bicycles & Other, Not Motorised",42006,46078242
87149610,"Pedals & Crank-Gear Of Bicycles & Other, Not Motorised",102560,111182103
87149690,Pedals & Crank-Gear Of Bicycles & Other (Excl. Not Motorised),21057,4779976
87149900,"Parts and accessories of cycles, nes",411512,461979238
87168000,"Vehicles, Not Mechanically Propelled, Nes",597,99546
87169000,"Parts Of Trailers, Semi-Trailers, Etc, Of 87.16",2199,6319357
88051000,"Aircraft Launching Gear, Deck-Arrestors... And Parts Thereof",2000,60009246
88073090,"Other parts of aeroplanes, helicopters or unmanned aircraft :",1457,213344403
90015000,Spectacle Lenses (Excl. Of Glass),13339,8138080
90019010,Blanks And Demos Of Plastic,730,3039378
90019090,"Oth. Prisms, Mirrors And Other Optical Elements, Unmounted, Nes",1659,10363235
90021100,"Mounted Objective Lenses, Of Any Material, For Cameras, Projectors, Etc",288,13788427
90029000,"Oth. Mounted Lenses, Prisms, Mirrors, Etc, Of Any Material, Nes",420,10909594
90031100,"Frames And Mountings For Spectacles, Goggles Or The Like, Of Plastics, TV",20,248105
90031900,"Frames And Mountings For Spectacles, Goggles Or The Like, Nes, TV",207,5958461
90039000,"Other Parts Of Frames And Mountings For Spectacles, Goggles Or The Like",3048,40468352
90041000,"Sunglasses, TV",3889,7227741
90049000,"Spectacles, Goggles And The Like (Excl. Sunglasses), TV",2,41359
90069100,Parts And Accessories For Cameras (Not Cine-),11,653570
90089000,"Parts And Accessories Of Image Projectors, Photo Enlargers/Reducers",277,3587843
90106000,Projection Screens,260,19967493
90111000,Stereoscopic Microscopes,5,36358
90118000,"Other Optical Microscopes, Nes",11,60121
90142000,Instruments/Apparatus For Aeronautical/Space Navigation (Excl Compasses),15,62528476
90158090,"Other Instruments And Appliances For Meteorological... Purposes, Nes",131,23171480
90160000,"Balances Of A Sensitivity Of 5cg Or Better, With Or Without Weights",8,74371
90173000,"Micrometers, Calipers And Gauges",11,124513
90178090,Other Instruments,11,52363
90179000,Parts And Accessories Of Drawing/Measuring Instruments Of 90.17,3,41386
90183130,Plastic syringe with or without needles,0,12776
90183200,"Tubular Metal Needles And Needles For Sutures, For Medical... Sciences",0,449
90200000,Other Breathing Appliances And Gas Masks,16,19990
90211000,ORTHOPAEDIC OR FRACTURE APPLIANCES,4446,12494168
90230000,"Instruments, Apparatus And Models Designed For Demonstrational Purposes",9487,4200790
90241000,"Machines/Appliances For Testing The Hardness, Strength... Of Metals",449,538403
90248090,Other Machines/Appliances For Testing... Materials (Excl. Metals),1297,7831152
90251900,"Thermometers/Pyrometrs,Not Comb.With Other Instrumts,Not Liquid-Filled Nes",14,402321
90258000,"Oth.Instruments Hydrometers,Pyrometers, Hygrometers, Etc, And Combinations",5,112656
90261000,"Instruments... For Measuring/Checking The Flow Or Level Of Liquids, Nes",36,1616734
90262000,Instruments... For Measuring Or Checking Pressure,22,3077449
90268000,Oth.Instruments... For Measuring Or Checking Variables Of Liquids Or Gas,7,75098
90269000,Parts And Accessories Of Instruments For Measuring Flows... Of 90.26,11,31502865
90273000,"Spectrometers, Spectrophotometers... Using Optical Radiations",101,30890761
90278900,"Other instruments and apparatus, OTHER Excl. Mass spectrometers",2,22787
90279000,Parts And Accessories Of Instruments For Analysis Of 90.27,1,124358
90291090,"Revolution Or Producton Counters,Taximeters,Mileometers,Pedometers, Nes",2,325658
90292000,Stroboscopes; speed indicators and tachometers,2,39912
90303300,"Other inst and appt, for measr or chk volt, cur., resis.or power : Multim. wit",21,289931
90314900,"Optical Instruments And Appliances For Measuring Or Checking, Nes",60,1264105
90318000,"Instruments, Appliances And Machines For Measuring Or Checking, Nes",354,1541025
90319000,"Parts And Accessories Of Measuring Instruments... Nes, Of 90.31",36,1348284
90321000,Thermostats,79,1736651
90328900,"Automatic Regulating Or Controlling Instruments And Apparatus, Nes",62,2414143
90329000,Parts And Accessories Of Automatic Regulating Devices Of 90.32,1,7858
90330090,"Parts And Accessories, Nes, For Machines, Appliances, Etc, Of Chapter 90",647,5122144
91061000,Time-Registers; Time-Recorders,1,2446
94013900,Swivel seats with variable height adjustment :OTHER,6994,3349826
94016100,"Upholstered Seats, With Wooden Frames",62,31413
94017100,"Upholstered Seats, With Metal Frames",30,15775
94017900,"Seats With Metal Frames, Not Upholstered",17,8418
94018000,"Seats, Nes",443,423248
94019900,"Seats (Other Then 94.02) Whether or not cnvrt. into beds, and parts :Parts : others",12990,60127585
94031000,Metal Furniture Of A Kind Used In Offices (Excl. Seats),24246,9163270
94032030,Cutting table of kind used with cutting machine,11034,6072546
94033000,Wooden Furniture Of A Kind Used In Offices (Excl. Seats),9109,3467422
94037000,Furniture (Excl. Seats) Of Plastics,1319,446985
94038900,"Furniture of other material, including cane,osier or similar materials: Excl b",23962,4240616
94039900,"Others Furniture and Parts Thereof :Parts, OTHERS",14,9577
94042100,Mattresses Of Cellular Rubber Or Plastics,135,87343
94043000,Sleeping Bags,9,15989
94049000,"Articles Of Bedding, Stuffed, Etc (Excl. Mattresses And Sleeping Bags)",98,10407038
94051900,"Designed for use solely with light-emitting diode (LED) light sources,NES",342,7136335
94053900,"Lighting sets of a kind used for Christmas trees,OTHER",1860,11094294
94054190,"Photovoltaic, dsgn. use solely with light-emitting diode (LED) light sources",726,1490901
94054200,"Oth.elec.lum. &..Other, designed for use solely light-emitting diode (LED) light sour",7,547616
94054990,"Other electric luminaires and lighting fittings,NES",1472,5301052
94056100,Designed for use solely with light-emitting diode (LED) light sources,1,406911
94056900,"Illuminated signs, illuminated name-plates and the like,OTHER",1,119374
94059200,Luminating and lighting fittings including searchlights .........Parts of Plastic,4,366596
94059900,"Parts, NES",2,146568
94069090,Prefabricated buildings. nes,4871,1326861
95030090,"Tricycl, scotr, pedal car and simlr whel toy; dolls? carg..Excl puzzles",25,170785
95051000,Articles For Christmas Festivities,52,21284
95063900,"Golf Equipment, Nes",441,6840800
95066200,Inflatable Balls,169,145236
95069900,"Other articles and equipment for sport and open-air games, nes",3630,4216241
95072000,"Fish-Hooks, Wheather Or Not Snelled",101,1030353
95079000,"Line fishing tackle, fish landing nets, butterfly and similar nets...",1,1640
96019000,"Worked Bone, Tortoise-Shell, Horn... And Articles Thereof, Nes",1,634
96031000,"Brooms And Brushes, Of Twigs Or Other Vegetable Material Bound Together",186,3494
96032900,"Oth. Brushes For Shaving, Hair, Nail, Eyelash, Toilet Brushes",50,626
96033000,"Artists', Writing Brushes And Brushes For The Application Of Cosmetics",31,103865
96034000,"Paint, Distemper, Varnish Or Similar Brushes; Paint Pads And Rollers",84,69219
96035000,"Brushes Constituting Parts Of Machines, Appliances Or Vehicles, Nes",580,1013394
96039000,"Hand-Operated Floor Sweepers, Mops, Feather Dusters, Etc, Nes",1242,2108314
96061000,"Press-Fasteners, Snap-Fasteners And Press-Studs And Parts Therefor",260650,773654361
96062100,"Buttons Of Plastics, Not Covered With Textile Material",148433,464892834
96062200,"Buttons Of Base Metal, Not Covered With Textile Material",222165,615502255
96062900,"Oth. Buttons, Nes",63171,182625321
96063000,Button moulds and other parts of buttons; button blanks:,45936,100578045
96071100,Slide Fasteners Fitted With Chain Scoops Of Base Metal,1110918,2295840160
96071900,Slide Fasteners Not Fitted With Chain Scoops Of Base Metal,1041040,2066828663
96072000,Slide Fastener Parts,691371,949901780
96082000,Felt-Tipped And Other Porous-Tipped Pens And Markers,846,4147747
96089990,"Duplicating Stylos; Pen/Pencil Holders; Parts Of Pens, Nes",68,11586
96091000,"Pencils And Crayons, With Leads Encased In A Rigid Sheath",0,626
96110000,"Date, Sealing Or Numbering Stamps, Etc, For Use In The Hand....Sticks",1,16405
96121010,Ribbons (Computer Printers Ribbons),1465,3529899
96121090,Other Ribbons(excl.computer printer ribbons),14798,52907230
96140000,"Smoking pipes (including pipe bowls) and cigar or cigarette holders, and parts",182,585326
96151100,"Combs, Hair-Slides And The Like Of Hard Rubber Or Plastics",741,499716
96151900,"Combs, Hair-Slides And The Like Of Other Materials, Nes",3596,4657333
96159000,"Hairpins; Curling Pins, Curling Grips, Etc, And Parts Thereof",1114,2576699
96162000,"Powder-Puffs And Pads For The Application Of Cosmetics, Etc",10,5950
96180000,"Tailors' Dummies, Etc; Automata And Other Animated Displays",1383,13273046
